Session_Name_	Trial_Index_	Trial_Recycled_	condition	text	question	expected_key	QUESTION_KEY_PRESSED	QUESTION_RT	QUESTION_ACCURACY	SENTENCE_RT	speechid	paragraphid	counterbalance	LAST_COUNTERBALANCE
P34	1	False	practice	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	583	1327	-1	0	0
P34	2	False	practice	"Hej alle sammen!"	"NO QUESTION"	NA	.	-1	-1	439	1327	0	0	0
P34	3	False	practice	"Som I allerede ved, vil vi om lidt tænde for et bål, der vil brænde et skab af – det skab, vi har følt os begrænset af, indelukket i, og som de fleste af os er brudt ud af for at kunne blive lykkeligere."	"NO QUESTION"	NA	.	-1	-1	595	1327	1	0	0
P34	4	False	practice	"'Men skabe er da ganske praktiske til opbevaring af mangt og meget, ikke sandt?' Jo, opbevaring af værdier, det er rigtigt – men når vi først begynder at sætte spørgsmålstegn ved disse værdier, så føles skabet mere og mere trangt, for det kan ikke rumme vores ideer og følelser mere."	"NO QUESTION"	NA	.	-1	-1	649	1327	2	0	0
P34	5	False	practice	"'Jamen hvad er der i det skab?' Der er en opfattelse af at kvinder og mænd skal tænke, føle, klæde sig og handle forskelligt – fordi nogle er kvinder og andre er mænd. Kønsroller kalder vi det. Men det rækker faktisk meget længere end bare til roller, vi spiller – rollerne invaderer vores tanker og vores følelser, så vi næsten ikke kan tænke uden for rollen, så længe skabet omslutter os, og i hvert fald først og fremmest føler vi må tage hensyn til dem, der er i skabet..."	"Spørgsmål:\nMener taleren at kønsroller både påvirker hvordan vi handler og tænker?"	1	1	4484	1	700	1327	3	0	0
P34	6	False	practice	"Når vi endelig bryder ud af skabet og for alvor viser og siger det, der ikke passer i det normative skab, kan vi godt opleve negative reaktioner – men så sandelig også positive – for vi er jo slet ikke alene!"	"NO QUESTION"	NA	.	-1	-1	614	1327	4	0	0
P34	7	False	practice	"Der er nemlig andre som ligner os mere eller mindre, vi er en broget og mangfoldig flok i alle aldre, hudfarver, kulturelle baggrunde, med og uden handicap, med og uden tro, af forskellig politisk overbevisning, og – vigtigst for os her: af flere forskellige kønsidentiteter og seksuelle orienteringer."	"NO QUESTION"	NA	.	-1	-1	678	1327	5	0	0
P34	8	False	practice	"Fælles for os er, at vi er en regnbueminoritet i forhold til flertallets skab – men det betyder ikke at majoriteten har ret. Vi vil udefra informere om, at der er andre måder at se tingene på, tilbyde et alternativt syn på livet og verden, som kan hjælpe nogle – især børn og unge – ud af et skab, de mistrives i."	"Spørgsmål:\nMener taleren at minoriteter bør tie med deres verdenssyn?"	2	2	1535	1	427	1327	6	0	0
P34	9	False	practice	"Lad os brænde skabet med normerne, så vi frigøres fra dem og får retten til at være dem, vi faktisk er!"	"NO QUESTION"	NA	.	-1	-1	1031	1327	7	0	0
P34	10	False	experiment	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	2231	1125	-1	10	10
P34	11	False	experiment	"Tak for invitationen til at komme og tale på denne dejlige og specielle aften.\nSkt. Hans aften er speciel - vi fejrer lyset med bål, sange og samvær. Vi samles på tværs af de ting, der ellers nok kan dele os op til hverdag. Vi synger vort fædrelands sange. Vi lytter til hinanden, taler med hinanden. Glæder os over de unge, som har gjort deres uddannelse færdige - de springer ud. Nogle er færdige med folkeskolen og skal videre efter sommerferien på en ungdomsuddannelse. Andre er blevet studenter eller svende. De har gjort, hvad vi forventer af dem: gjort sig dygtigere, læst, arbejdet med stoffet, fået indsigt og viden, dannet sig som mennesker i samspillet med deres undervisere og med hinanden. De er så klar!"	"NO QUESTION"	NA	.	-1	-1	67333	1125	0	10	10
P34	12	False	experiment	"Hvad er det så for et land, som de nu for alvor begynder at tage medansvar for? Hvad er det for et land, som vi står midt i? Det er et land, som er udfordret. Vi er udfordret. Og det gælder både økonomisk og i vores forståelse af, hvem vi er i forhold til vores omverden - også vores nære naboer."	"Spørgsmål:\nMener taleren at Danmarks økonomi er udfordret?"	1	2	7728	0	27869	1125	1	10	10
P34	13	False	experiment	"Økonomisk står vi i en situation, hvor opbygningen af gæld og kommende mangel på arbejdskraft nok er blevet mindre (på grund af aftalen om højere pensionsalder og afvikling af efterløn). Men vi stifter stadig gæld hver eneste dag. Mange af de unge, som netop har gjort deres uddannelse færdig, vil opleve, at de ikke kan finde et job. Det halter med at skabe jobs. Virksomhederne flytter deres produktion eller finder nye underleverandører i andre lande, hvor de også er dygtige og omkostningerne mindre. Udfordringen er med andre ord: Hvad skal vi leve af?"	"NO QUESTION"	NA	.	-1	-1	49510	1125	2	10	10
P34	14	False	experiment	"Der er mange tekniske svar på spørgsmålet om, hvad vi skal leve af. Men der er også et svar, der ikke handler om teknik. Det handler om mennesker. Om at vi som mennesker skaber forandringer gennem den måde, vi lever på."	"NO QUESTION"	NA	.	-1	-1	21688	1125	3	10	10
P34	15	False	experiment	"Danmark har været udfordret så mange gange før. Eksempelvis da prisen på korn faldt og smørret havde for dårlig kvalitet. Ingen havde alene råd - eller mælk nok for den sags skyld - til datidens nyeste teknologi: Centrifugen. I stedet for at den rigeste alligevel købte den og gjorde andre til sine underleverandører, fandt de på noget andet. De fandt på andelsbevægelsen. De lavede en forening, hvor hver mand havde sin stemme, og hvor man afregnede efter, hvor meget mælk man leverede. Alle havde lige indflydelse, men det kunne betale sig at levere mere."	"Spørgsmål:\nFik et medlem i andelsbevægelsen flere stemmer af at levere mere mælk?"	2	1	12997	0	57005	1125	4	10	10
