Session_Name_	Trial_Index_	Trial_Recycled_	condition	text	question	expected_key	QUESTION_KEY_PRESSED	QUESTION_RT	QUESTION_ACCURACY	SENTENCE_RT	speechid	paragraphid	counterbalance	LAST_COUNTERBALANCE
P35	1	False	practice	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	6089	1327	-1	0	0
P35	2	False	practice	"Hej alle sammen!"	"NO QUESTION"	NA	.	-1	-1	2690	1327	0	0	0
P35	3	False	practice	"Som I allerede ved, vil vi om lidt tænde for et bål, der vil brænde et skab af – det skab, vi har følt os begrænset af, indelukket i, og som de fleste af os er brudt ud af for at kunne blive lykkeligere."	"NO QUESTION"	NA	.	-1	-1	16019	1327	1	0	0
P35	4	False	practice	"'Men skabe er da ganske praktiske til opbevaring af mangt og meget, ikke sandt?' Jo, opbevaring af værdier, det er rigtigt – men når vi først begynder at sætte spørgsmålstegn ved disse værdier, så føles skabet mere og mere trangt, for det kan ikke rumme vores ideer og følelser mere."	"NO QUESTION"	NA	.	-1	-1	10890	1327	2	0	0
P35	5	False	practice	"'Jamen hvad er der i det skab?' Der er en opfattelse af at kvinder og mænd skal tænke, føle, klæde sig og handle forskelligt – fordi nogle er kvinder og andre er mænd. Kønsroller kalder vi det. Men det rækker faktisk meget længere end bare til roller, vi spiller – rollerne invaderer vores tanker og vores følelser, så vi næsten ikke kan tænke uden for rollen, så længe skabet omslutter os, og i hvert fald først og fremmest føler vi må tage hensyn til dem, der er i skabet..."	"Spørgsmål:\nMener taleren at kønsroller både påvirker hvordan vi handler og tænker?"	1	1	11882	1	21994	1327	3	0	0
P35	6	False	practice	"Når vi endelig bryder ud af skabet og for alvor viser og siger det, der ikke passer i det normative skab, kan vi godt opleve negative reaktioner – men så sandelig også positive – for vi er jo slet ikke alene!"	"NO QUESTION"	NA	.	-1	-1	10958	1327	4	0	0
P35	7	False	practice	"Der er nemlig andre som ligner os mere eller mindre, vi er en broget og mangfoldig flok i alle aldre, hudfarver, kulturelle baggrunde, med og uden handicap, med og uden tro, af forskellig politisk overbevisning, og – vigtigst for os her: af flere forskellige kønsidentiteter og seksuelle orienteringer."	"NO QUESTION"	NA	.	-1	-1	10957	1327	5	0	0
P35	8	False	practice	"Fælles for os er, at vi er en regnbueminoritet i forhold til flertallets skab – men det betyder ikke at majoriteten har ret. Vi vil udefra informere om, at der er andre måder at se tingene på, tilbyde et alternativt syn på livet og verden, som kan hjælpe nogle – især børn og unge – ud af et skab, de mistrives i."	"Spørgsmål:\nMener taleren at minoriteter bør tie med deres verdenssyn?"	2	2	6069	1	15156	1327	6	0	0
P35	9	False	practice	"Lad os brænde skabet med normerne, så vi frigøres fra dem og får retten til at være dem, vi faktisk er!"	"NO QUESTION"	NA	.	-1	-1	4531	1327	7	0	0
P35	10	False	experiment	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	964	1125	-1	10	10
P35	11	False	experiment	"Tak for invitationen til at komme og tale på denne dejlige og specielle aften.\nSkt. Hans aften er speciel - vi fejrer lyset med bål, sange og samvær. Vi samles på tværs af de ting, der ellers nok kan dele os op til hverdag. Vi synger vort fædrelands sange. Vi lytter til hinanden, taler med hinanden. Glæder os over de unge, som har gjort deres uddannelse færdige - de springer ud. Nogle er færdige med folkeskolen og skal videre efter sommerferien på en ungdomsuddannelse. Andre er blevet studenter eller svende. De har gjort, hvad vi forventer af dem: gjort sig dygtigere, læst, arbejdet med stoffet, fået indsigt og viden, dannet sig som mennesker i samspillet med deres undervisere og med hinanden. De er så klar!"	"NO QUESTION"	NA	.	-1	-1	26051	1125	0	10	10
P35	12	False	experiment	"Hvad er det så for et land, som de nu for alvor begynder at tage medansvar for? Hvad er det for et land, som vi står midt i? Det er et land, som er udfordret. Vi er udfordret. Og det gælder både økonomisk og i vores forståelse af, hvem vi er i forhold til vores omverden - også vores nære naboer."	"Spørgsmål:\nMener taleren at Danmarks økonomi er udfordret?"	1	1	7095	1	9712	1125	1	10	10
