Session_Name_	Trial_Index_	Trial_Recycled_	condition	text	question	expected_key	QUESTION_KEY_PRESSED	QUESTION_RT	QUESTION_ACCURACY	SENTENCE_RT	speechid	paragraphid	counterbalance	LAST_COUNTERBALANCE
P55	1	False	practice	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	5741	1327	-1	0	0
P55	2	False	practice	"Hej alle sammen!"	"NO QUESTION"	NA	.	-1	-1	4011	1327	0	0	0
P55	3	False	practice	"Som I allerede ved, vil vi om lidt tænde for et bål, der vil brænde et skab af – det skab, vi har følt os begrænset af, indelukket i, og som de fleste af os er brudt ud af for at kunne blive lykkeligere."	"NO QUESTION"	NA	.	-1	-1	12357	1327	1	0	0
P55	4	False	practice	"'Men skabe er da ganske praktiske til opbevaring af mangt og meget, ikke sandt?' Jo, opbevaring af værdier, det er rigtigt – men når vi først begynder at sætte spørgsmålstegn ved disse værdier, så føles skabet mere og mere trangt, for det kan ikke rumme vores ideer og følelser mere."	"NO QUESTION"	NA	.	-1	-1	15738	1327	2	0	0
P55	5	False	practice	"'Jamen hvad er der i det skab?' Der er en opfattelse af at kvinder og mænd skal tænke, føle, klæde sig og handle forskelligt – fordi nogle er kvinder og andre er mænd. Kønsroller kalder vi det. Men det rækker faktisk meget længere end bare til roller, vi spiller – rollerne invaderer vores tanker og vores følelser, så vi næsten ikke kan tænke uden for rollen, så længe skabet omslutter os, og i hvert fald først og fremmest føler vi må tage hensyn til dem, der er i skabet..."	"Spørgsmål:\nMener taleren at kønsroller både påvirker hvordan vi handler og tænker?"	1	1	7628	1	25104	1327	3	0	0
P55	6	False	practice	"Når vi endelig bryder ud af skabet og for alvor viser og siger det, der ikke passer i det normative skab, kan vi godt opleve negative reaktioner – men så sandelig også positive – for vi er jo slet ikke alene!"	"NO QUESTION"	NA	.	-1	-1	13437	1327	4	0	0
P55	7	False	practice	"Der er nemlig andre som ligner os mere eller mindre, vi er en broget og mangfoldig flok i alle aldre, hudfarver, kulturelle baggrunde, med og uden handicap, med og uden tro, af forskellig politisk overbevisning, og – vigtigst for os her: af flere forskellige kønsidentiteter og seksuelle orienteringer."	"NO QUESTION"	NA	.	-1	-1	15686	1327	5	0	0
P55	8	False	practice	"Fælles for os er, at vi er en regnbueminoritet i forhold til flertallets skab – men det betyder ikke at majoriteten har ret. Vi vil udefra informere om, at der er andre måder at se tingene på, tilbyde et alternativt syn på livet og verden, som kan hjælpe nogle – især børn og unge – ud af et skab, de mistrives i."	"Spørgsmål:\nMener taleren at minoriteter bør tie med deres verdenssyn?"	2	2	14651	1	20511	1327	6	0	0
P55	9	False	practice	"Lad os brænde skabet med normerne, så vi frigøres fra dem og får retten til at være dem, vi faktisk er!"	"NO QUESTION"	NA	.	-1	-1	7675	1327	7	0	0
P55	10	False	experiment	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	1922	10365	-1	7	7
P55	11	False	experiment	"Kære smukke studenter, kære forældre og kære lærere\nSikke mange flotte hvide huer. Hvor er I et smukt syn. Det er kun tre år siden, I stod her i denne hvide bygning for første gang med folkeskolen i rygsækken og sommerfugle i maven, for nu startede et nyt kapitel. Der er sket meget på de tre år, og I tænker formentlig, at tiden er fløjet afsted. Nu står I her efter intens eksamenslæsning."	"NO QUESTION"	NA	.	-1	-1	24151	10365	0	7	7
P55	12	False	experiment	"Utroligt stolt, meget lettet og lidt træt. Sådan tænker jeg, at I har det lige nu. Stolt af at have gennemført. Lettet over at eksamensræset er overstået for denne gang. Og lidt træt på grund af den megen eksamenslæsning med alt for korte nætter og muligvis også lidt for meget fest de seneste dage."	"Spørgsmål:\nForestiller taleren sig at studenterne har festet de seneste dage?"	1	1	10225	1	16911	10365	1	7	7
P55	13	False	experiment	"Og I har god grund til at være stolte, for det er en vigtig milepæl i jeres liv, som I nu har rundet. Jeg husker, at jeg var lykkelig, da jeg blev student. Jeg havde en oplevelse af, at hele verden lå foran mig. Og ved I hvad? Hele verden ligger også foran jer. Grib livet. Det skal nok gå godt. For der er behov for jer."	"NO QUESTION"	NA	.	-1	-1	16365	10365	2	7	7
P55	14	False	experiment	"Vi ser i dag en politisk polarisering i bl.a. USA og Frankrig, og vi mærker den også herhjemme. Verden bliver fremstillet sort-hvid. Det bekymrer mig. For svaret på samfundets problemer er lige præcis ikke sort og hvidt. Det er nuancer og balancer. Og det ved I mere end nogen andre. Vær på vagt, når nogen serverer enkle løsninger på komplekse ting. For sådan fungerer verden ikke."	"NO QUESTION"	NA	.	-1	-1	22131	10365	3	7	7
P55	15	False	experiment	"Verden bliver ikke bedre af at fjerne jøder og kommunister, som Hitler ville. Verden bliver ikke bedre af at slå dem ihjel, som ikke har samme Gud som én selv, som Islamisk Stat vil det. Og verden bliver heller ikke et bedre sted af at forbyde Islam, som Rasmus Paludan vil det. Der er altid flere nuancer til det, øjet lige ser."	"NO QUESTION"	NA	.	-1	-1	16493	10365	4	7	7
P55	16	False	experiment	"Makrel, som var præsident for rockerbanden Bullshit tilbage i 80’erne – Bullshit var den rockerbande, der blev udraderet af Hells Angels – han skrev digte og syede tøj til sin kæreste. En ung mand, der ligesom mange andre af Bullshits medlemmer, var blevet svigtet som børn af de voksne omkring dem."	"NO QUESTION"	NA	.	-1	-1	27433	10365	5	7	7
P55	17	False	experiment	"Når man ser nærmere på en problematik, så viser der sig oftest flere facetter. Jeg vil på ingen måde forsvare rockerbander og den kriminalitet, de begår. Jeg siger blot, at der kan være flere sider af en sag. Og der kan være grunde til, at ting opstår. Det gør dem ikke nødvendigvis mere rigtige, men det er vigtigt at prøve at forstå."	"NO QUESTION"	NA	.	-1	-1	22137	10365	6	7	7
P55	18	False	experiment	"Vi har derfor behov for unge mennesker som jer: unge mennesker med helhedssyn, der kan se nuancerne. Helhedssyn rimer på dannelse, og netop dannelse er det, som I har fået med herfra. På gymnasiet har I fået masser af viden. Udover at have fået styr på sinus og cosinus, Marx og Oehlenschläger, så har I her fået udvidet jeres mentale horisont. I har lært at perspektivere, at være kritisk overfor kilderne, at læse det med småt. Det er gode kompetencer at have med i rygsækken – den rygsæk, I bærer med jer videre i livet og i jeres videre uddannelse og job."	"Spørgsmål:\nMener taleren at studenterne generelt har lært at se nuancer i en sag?"	1	1	4727	1	33219	10365	7	7	7
P55	19	False	experiment	"De udfordringer, som vi står overfor i dag – og som jeg ved, at også I er optaget af som fx klimaet – det kan virke stort og overvældende. Og det er fristende at spørge, hvad kan jeg egentlig gøre ved det?"	"NO QUESTION"	NA	.	-1	-1	13471	10365	8	7	7
P55	20	False	experiment	"Men I kan gøre noget. I kan – der, hvor I er, og der, hvor I færdes - byde ind med jeres viden, jeres nuancerede og balancerede synspunkt. Det skal vi alle gøre. Det er sådan, at vi får et demokrati til at leve. Det er sådan, at vi får virksomheder og arbejdspladser til at udvikle sig og leve."	"Spørgsmål:\nLover taleren at studenterne får et job?"	2	2	5618	1	17729	10365	9	7	7
P55	21	False	experiment	"Kulturel og politisk forandring sker ikke hen over natten. Det er altid to skridt frem og ét tilbage. Men det tog i 1955 kun én Rosa Parks, der ikke ville rejse sig for en hvid person i bussen i USA, til at skabe en kulturel forandring. Det tog en kun 15-årig svensk pige, Gretha Thunberg, at starte en hel bevægelse blandt unge, der kæmper for et bedre klima. Sidstnævnte har i øvrigt Aspergers og er nu nomineret til Nobels Fredspris."	"Spørgsmål:\nNævner taleren at Rosa Parks er nomineret til Nobels Fredspris?"	2	2	6756	1	26045	10365	10	7	7
P55	22	False	experiment	"Alt dette for at sige, at du kan godt få noget ud af at stå op for det, du tror på. I som generation kan særligt gøre en forskel. Og det skal I – det må I love mig. For de nye tendenser, de nye måder at gøre ting på, de kommer nemlig oftest fra de unge generationer. Og det er lige nu jer."	"NO QUESTION"	NA	.	-1	-1	18579	10365	11	7	7
P55	23	False	experiment	"Vi kan lige så godt se det i øjnene: Jeg og jeres forældre – vi har erfaring, og det er godt, og I skal naturligvis altid lytte til os, men lad os være ærlige, vi har ikke jeres friske syn på tingene og jeres kreativitet og energi. Brug den. Vi – samfundet – har behov for jer. Mere end nogensinde faktisk. Masser af virksomheder står på tæerne for at få fingre i jer. Og det kan jeg godt forstå, for I har meget at byde på."	"NO QUESTION"	NA	.	-1	-1	35088	10365	12	7	7
