Session_Name_	Trial_Index_	Trial_Recycled_	condition	text	question	expected_key	QUESTION_KEY_PRESSED	QUESTION_RT	QUESTION_ACCURACY	SENTENCE_RT	speechid	paragraphid	counterbalance	LAST_COUNTERBALANCE
P58	1	False	practice	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	9228	1327	-1	0	0
P58	2	False	practice	"Hej alle sammen!"	"NO QUESTION"	NA	.	-1	-1	2962	1327	0	0	0
P58	3	False	practice	"Som I allerede ved, vil vi om lidt tænde for et bål, der vil brænde et skab af – det skab, vi har følt os begrænset af, indelukket i, og som de fleste af os er brudt ud af for at kunne blive lykkeligere."	"NO QUESTION"	NA	.	-1	-1	25460	1327	1	0	0
P58	4	False	practice	"'Men skabe er da ganske praktiske til opbevaring af mangt og meget, ikke sandt?' Jo, opbevaring af værdier, det er rigtigt – men når vi først begynder at sætte spørgsmålstegn ved disse værdier, så føles skabet mere og mere trangt, for det kan ikke rumme vores ideer og følelser mere."	"NO QUESTION"	NA	.	-1	-1	27897	1327	2	0	0
P58	5	False	practice	"'Jamen hvad er der i det skab?' Der er en opfattelse af at kvinder og mænd skal tænke, føle, klæde sig og handle forskelligt – fordi nogle er kvinder og andre er mænd. Kønsroller kalder vi det. Men det rækker faktisk meget længere end bare til roller, vi spiller – rollerne invaderer vores tanker og vores følelser, så vi næsten ikke kan tænke uden for rollen, så længe skabet omslutter os, og i hvert fald først og fremmest føler vi må tage hensyn til dem, der er i skabet..."	"Spørgsmål:\nMener taleren at kønsroller både påvirker hvordan vi handler og tænker?"	1	1	14144	1	47954	1327	3	0	0
P58	6	False	practice	"Når vi endelig bryder ud af skabet og for alvor viser og siger det, der ikke passer i det normative skab, kan vi godt opleve negative reaktioner – men så sandelig også positive – for vi er jo slet ikke alene!"	"NO QUESTION"	NA	.	-1	-1	24156	1327	4	0	0
P58	7	False	practice	"Der er nemlig andre som ligner os mere eller mindre, vi er en broget og mangfoldig flok i alle aldre, hudfarver, kulturelle baggrunde, med og uden handicap, med og uden tro, af forskellig politisk overbevisning, og – vigtigst for os her: af flere forskellige kønsidentiteter og seksuelle orienteringer."	"NO QUESTION"	NA	.	-1	-1	27705	1327	5	0	0
P58	8	False	practice	"Fælles for os er, at vi er en regnbueminoritet i forhold til flertallets skab – men det betyder ikke at majoriteten har ret. Vi vil udefra informere om, at der er andre måder at se tingene på, tilbyde et alternativt syn på livet og verden, som kan hjælpe nogle – især børn og unge – ud af et skab, de mistrives i."	"Spørgsmål:\nMener taleren at minoriteter bør tie med deres verdenssyn?"	2	2	7570	1	28494	1327	6	0	0
P58	9	False	practice	"Lad os brænde skabet med normerne, så vi frigøres fra dem og får retten til at være dem, vi faktisk er!"	"NO QUESTION"	NA	.	-1	-1	10750	1327	7	0	0
P58	10	False	experiment	"NY TALE BEGYNDER NU"	"NO QUESTION"	NA	.	-1	-1	17507	26670	-1	2	2
P58	11	False	experiment	"Kære Studenter\nRigtig hjertelig tillykke med jeres eksamen. I er ved vejs ende og kan puste ud. I har gået på Viborg Katedralskole i tre år. Det har været tre år med masser af hårdt arbejde, danske stile, matematikafleveringer, Studieretningsprojekt, fremlæggelser på klassen og nu til slut diverse eksaminer. Men det har selvfølgelig også været klassefester, Minervafester, galla, studierejser og diverse cafeer. "	"NO QUESTION"	NA	.	-1	-1	32108	26670	0	2	2
P58	12	False	experiment	"Men fælles for jer alle er, at I har brugt masser af kræfter på fagene og skolegangen – ellers havde I ikke siddet foran mig her i dag. Så nu er det tid til at feste og fejre sammen med kammerater og sammen med familien. I har fortjent det, og man hviler så godt ovenpå fuldendt gerning."	"NO QUESTION"	NA	.	-1	-1	22311	26670	1	2	2
P58	13	False	experiment	"Jeg vil også sige tillykke til jeres familie, der har støttet jer og stået bag jer i de tre år I har gået her. For alle os der har været med jer på rejsen hertil er det skønt at være her i dag. Vi glæder os alle sammen med jer og vi er stolte af jer."	"Spørgsmål:\nSiger taleren også tillykke til studenternes familier?"	1	1	4539	1	17161	26670	2	2	2
P58	14	False	experiment	"Nu er tiden på VK forbi. Et kapitel i jeres liv er slut. I er naturligvis glade for at det er ovre. Nu kan I med rigtig god samvittighed nyde, at I er færdige, nyde sommeren, den blå himmel, de mange flag, turene rundt til klassekammeraterne og ja en enkelt øl eller to måske – ja alle de forskellige festlige lejligheder. Det er i det hele taget en særdeles lykkelig tid."	"Spørgsmål:\nOmtaler taleren gymnasiet som 'RK'?"	2	2	3652	1	24987	26670	3	2	2
P58	15	False	experiment	"Lykke – Jeg vil starte med uddrag af et digt om lykken skrevet af Benny Andersen\nder er noget særligt ved lykken\nsom man ellers ikke møder\nmåske ligger fejlen der\nman kender for lidt til den\nburde sætte sig mere ind i den\n– jeg tror at det er en træningssag"	"NO QUESTION"	NA	.	-1	-1	24535	26670	4	2	2
P58	16	False	experiment	"Lykken er noget særligt – noget positivt, men man kender for lidt til den siger Benny Andersen. Han tror det er en træningssag, at man bliver bedre til at være lykkelig, hvis man øver sig. Nu vil jeg dvæle ved hvad det vil sige at være lykkelig, altså at lære den at kende, så kan I kaste jer over træningen bag efter."	"Spørgsmål:\nHar Benny Andersen skrevet digtet om lykke?"	1	2	4649	0	25568	26670	5	2	2
P58	17	False	experiment	"Professor ved Aarhus Universitet Christian Bjørnskov har forsket i lykke og skrevet en bog om emnet. Jeg vil give jer en række citater af ham for på den måde at blive klogere på lykken. Bjørnskov skelner mellem to forskellige former for lykke: den lykkefølelse, der udspringer af lykkelige øjeblikke og så den mere langvarige lykke – det gode liv."	"NO QUESTION"	NA	.	-1	-1	26861	26670	6	2	2
P58	18	False	experiment	"De berusende, lykkelige øjeblikke – lykkeglimt – håber jeg, at I har haft og har mange af for tiden: når en mundtlig eksamen var godt overstået, det øjeblik hvor I endelig fik huen på hovedet af én som står jer nær, når familie og venner kommer for at fejre jer. Den slags lykkelige øjeblikke er vigtige for os. Den slags oplevelser skal helst komme ind i mellem og give os gode minder. Christian Bjørnskov er dog mere optaget af den langvarige lykke – det gode liv. Jeg vil fremhæve nogle af de elementer som ifølge Bjørnskov er med til at skabe det gode liv."	"NO QUESTION"	NA	.	-1	-1	37394	26670	7	2	2
P58	19	False	experiment	"Det første jeg vil nævne, er den personlige frihed, retten til selv at vælge livsforløb er vigtig for menneskers langvarige lykkefølelse. Der er heldigvis mange veje til det gode liv. Det er vigtigt, at man får lov til at vælge sine egne veje. Christian Bjørnskov siger: 'Fornemmelsen for personlig frihed i eget liv er central for folks opfattelse af deres eget liv, det giver dig mulighed for at vælge egen livsstil og –retning og mulighed for at lave ting om'."	"NO QUESTION"	NA	.	-1	-1	32051	26670	8	2	2
P58	20	False	experiment	"I forhold til det sidste 'mulighed for at lave ting om' og dermed påvirke jeres dagligdag og sætte jeres præg på tingene. Den mulighed har mange af jer benyttet jer af i den tid, I har gået her. Mange af jer har mest bidraget i faglige sammenhænge på klassen eller i sociale sammenhænge, hvor I var med til at sikre et godt sammenhold i klassen"	"NO QUESTION"	NA	.	-1	-1	23438	26670	9	2	2
P58	21	False	experiment	"Andre var med i Senatet eller i forskellige former for udvalgsarbejde. Der er fx nogle af jer, som har været med i Grøn VK og på den måde taget en række initiativer på skolen. I har fx delt rundstykker ud til dem som kom på cykel og os der kom i bil måtte undvære rundstykkerne og nøjes med den dårlige smag i munden mens vi dukkede os bag bilruden. Nogle af jer har været med til at lave musicalen 'Enden før begyndelsen'. Heri diskuterede I, hvad det var, det begrænsede jeres frihed. "	"NO QUESTION"	NA	.	-1	-1	35254	26670	10	2	2
P58	22	False	experiment	"Jacob sagde 'Hvis frihed er vores mål, så er det eneste vi skal gøre at fjerne alle de ting, der forhindrer os i at gøre hvad vi vil'. Og så diskuterede I hvad det var - om det var skolen eller det var forpligtelsen til hele tiden at være online. I musicalen klippede I kablet til nettet og gjorde oprør mod skolens stramme rammer."	"NO QUESTION"	NA	.	-1	-1	22458	26670	11	2	2
